,Address,Bedrooms & Bathrooms,Date & Time Stamp,Latitude,Listing Title,Longitude,Map Accuracy,Price,Title Header,URL
2028,602 N 1st St,0BR / 1Ba,2017-11-10T17:51:44-0600,44.988640,Top Floor Sunlit Studio - Steps from the River & Downtown!,-93.273675,10,$1325,/ 370ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/top-floor-sunlit-studio-steps/6382056396.html
2029,2900 Irving Ave S,1BR / 1Ba,2017-11-12T15:25:43-0600,44.949006,"Brand New, Spacious One Bedroom in Luxury Building in Heart of Uptown!",-93.302336,5,$1512,/ 1br - 876ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/brand-new-spacious-one/6384309586.html
2030,N/A,1BR / 1Ba,2017-11-12T15:25:36-0600,44.873500,One Pet Friendly 1 Bedroom Available Immediately! Call for M/I Special,-93.334600,22,$1195,/ 1br - 756ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/one-pet-friendly-1-bedroom/6384309448.html
2031,N/A,1BR / 1Ba,2017-11-12T15:25:29-0600,44.873500,$500 Move In Special Currently Available! Call to Tour!,-93.334600,22,$1195,/ 1br - 768ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/500-move-in-special-currently/6384309292.html
2032,1115 W 28th St,2BR / 1Ba,2017-11-12T15:25:25-0600,44.951709,Renovated 2-bedroom in the heart of uptown!,-93.294160,5,$1349,/ 2br - 817ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/renovated-2-bedroom-in-the/6384309203.html
2033,N/A,2BR / 1.5Ba,2017-10-31T15:53:17-0500,45.061400,"Riverview, 2 bedroom, 1.5 bath with upgrades",-92.847400,0,$1900,/ 2br - ,https://minneapolis.craigslist.org/wsh/apa/d/riverview-2-bedroom-15-bath/6368676679.html
2034,2900 Irving Ave S,1BR / 1Ba,2017-11-12T15:25:13-0600,44.949052,Large South-Facing Apartment at Brand New Laguna Apartments!,-93.302379,5,$1512,/ 1br - 876ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/large-south-facing-apartment/6384308987.html
2035,2900 Irving Ave S,1BR / 1Ba,2017-11-12T15:24:57-0600,44.949006,Spacious One Bedroom at Brand-New Luxury Building in Heart of Uptown!,-93.302336,5,$1512,/ 1br - 876ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/spacious-one-bedroom-at-brand/6384308672.html
2036,1115 W 28th St,2BR / 1Ba,2017-11-12T15:24:39-0600,44.951755,"Renovated 2BR available 11/1, Blocks from Calhoun nightlife and lakes!",-93.293517,5,$1349,/ 2br - 817ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/renovated-2br-available-11-1/6384308306.html
2037,721 N 1st St,1BR / 1Ba,2017-11-12T15:24:30-0600,44.989381,Reserve Your Spacious Downtown-Facing 1BR at Borealis North Loop,-93.274722,10,$1825,/ 1br - 726ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/reserve-your-spacious/6384308109.html
2038,523 Jackson St,2BR / 1Ba,2017-11-06T11:14:24-0600,44.951200,PRODUCE EXCHANGE BUILDING LOFT! GREAT DT ST PAUL ACCESS,-93.090200,22,$1350,/ 2br - 891ft2 - ,https://minneapolis.craigslist.org/ram/apa/d/produce-exchange-building/6376031554.html
2039,N/A,2BR / 2Ba,2017-11-12T15:11:15-0600,44.912400,Charming 2bed In Minneapolis,-93.318800,22,$1000,/ 2br - 1736ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/charming-2bed-in-minneapolis/6384291905.html
2040,N/A,3BR / 3Ba,2017-11-07T17:02:49-0600,45.313600,Elk river 3 bedroom  available to you amazing,-93.581400,22,$1299,/ 3br - 1820ft2 - ,https://minneapolis.craigslist.org/csw/apa/d/elk-river-3-bedroom-available/6377957921.html
2041,1180 Cushing Circle,1BR / 1Ba,2017-11-12T15:22:19-0600,44.971076,Oh Yes We DID!! Brand New Renovated Apartment Ready For You NOW!,-93.150053,22,$1475,/ 1br - 700ft2 - ,https://minneapolis.craigslist.org/ram/apa/d/oh-yes-we-did-brand-new/6384305521.html
2042,11360 Robinson Drive NW,2BR / 1Ba,2017-11-08T11:46:47-0600,45.177925,A GREAT PLACE TO CALL HOME - 2 BEDROOM AVAILABLE JANUARY,-93.310355,10,$1059,/ 2br - ,https://minneapolis.craigslist.org/ank/apa/d/great-place-to-call-home-2/6378840474.html
2043,730 Washington Ave. N.,2BR / 1Ba,2017-11-12T15:08:30-0600,44.987442,"24 hour maintenance, Dry cleaning services available, Real wood floors",-93.276642,5,$2200,/ 2br - 1065ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/24-hour-maintenance-dry/6384288496.html
2044,815 N 2nd Street,1BR / 1Ba,2017-11-12T15:19:32-0600,44.990277,Industrial 1BR w/Vaulted Ceilings & Huge Cook's Kitchen!,-93.278249,10,$1625,/ 1br - 670ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/industrial-1br-vaulted/6384302243.html
2045,3140 Chowen Ave S,2BR / 1.5Ba,2017-11-12T15:18:23-0600,44.948807,"SPECIAL! $500 OFF First Month's Rent - Updated,spacious apt. near lake",-93.324989,20,$1675,/ 2br - 940ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/special-500-off-first-months/6384300844.html
2046,Harmony at Brockton Ave,4BR / 3.5Ba,2017-11-12T15:17:55-0600,45.206428,4 bed 4 bath 2 story 3 car garage finished 3 levels,-93.525088,5,$2100,/ 4br - 3200ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/4-bed-4-bath-2-story-3-car/6384300271.html
2047,N/A,3BR / 3Ba,2017-11-07T14:06:50-0600,45.516500,North branch qualifying now available,-92.937100,22,$1299,/ 3br - 1770ft2 - ,https://minneapolis.craigslist.org/ank/apa/d/north-branch-qualifying-now/6377707210.html
2048,3144 Chowen Ave S,0BR / 1Ba,2017-11-12T15:15:46-0600,44.945832,Luxury Studio w/ Alcove near Lake Calhoun - Newly Reduced Price!!!,-93.326175,5,$1249,/ 633ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/luxury-studio-alcove-near/6384297499.html
2049,607 Washington Avenue North,1BR / 1Ba,2017-11-10T13:23:51-0600,44.986933,"Parking Garage, Indoor Dog Run, Dog Wash",-93.275918,5,$1770,/ 1br - 774ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/parking-garage-indoor-dog-run/6381674438.html
2050,4525 Nicollet Ave,2BR / 1Ba,2017-10-15T17:46:25-0500,44.921007,historic fully renovated charmer/Lake Harriet/South Minneapolis,-93.277941,10,$1380,/ 2br - 1100ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/historic-fully-renovated/6347576614.html
2051,N/A,2BR / 2Ba,2017-11-10T14:03:45-0600,N/A,"CONVENIENT LOCATION - 2BR,2Bath $955",N/A,N/A,$955,/ 2br - ,https://minneapolis.craigslist.org/hnp/apa/d/convenient-location-2br2bath/6381738409.html
2052,N/A,1BR / 1Ba,2017-11-12T14:49:29-0600,44.937800,">>>>> 3rd Floor 1 Bedroom - West side  minneapolis ,mn !!!",-93.254500,22,$650,/ 1br - ,https://minneapolis.craigslist.org/hnp/apa/d/3rd-floor-1-bedroom-west-side/6384264778.html
2053,N/A,2BR / 1Ba,2017-10-19T10:39:32-0500,45.024200,"Stylish house Remodel - marble and tile, hardwood floors ,  2 bedroom",-93.302000,22,$1100,/ 2br - 1200ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/stylish-house-remodel-marble/6352393459.html
2054,250 East 6th StreetÂ ,1BR / 1Ba,2017-10-27T15:38:46-0500,44.951200,Sweetest Little Platform in all of Lowertown! This View Though!,-93.090200,5,$1468,/ 1br - 830ft2 - ,https://minneapolis.craigslist.org/ram/apa/d/sweetest-little-platform-in/6363560434.html
2055,14301 Martin Drive,2BR / 2Ba,2017-11-12T15:03:22-0600,44.863380,Two Bedroom Leasing Now!!,-93.458600,5,$1925,/ 2br - 1065ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/two-bedroom-leasing-now/6384282055.html
2056,3030 W. 28TH ST. at Xerxes Ave So,2BR / 1Ba,2017-11-06T12:44:39-0600,44.952602,LAKE CALHOUN / LAKE OF THE ISLES,-93.301216,15,$1200,/ 2br - ,https://minneapolis.craigslist.org/hnp/apa/d/lake-calhoun-lake-of-the-isles/6376184512.html
2057,Abbey Hill Drive,7BR / 3.5Ba,2017-10-18T23:01:12-0500,44.953972,"7,000 sq.ft House Rooms Available 10/30/17",-93.443913,7,$800,/ 7br - 7000ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/7000-sqft-house-rooms/6351972622.html
2058,Raven at Northdale Blvd,1BR / 1Ba,2017-11-03T15:47:16-0500,45.182934,*** LOVELY 1 BEDROOM APARTMENT HOME ***,-93.322551,15,$903,/ 1br - 685ft2 - ,https://minneapolis.craigslist.org/ank/apa/d/lovely-1-bedroom-apartment/6372585046.html
2059,10670 BRUNSWICK RD,2BR / 2Ba,2017-11-06T13:07:30-0600,44.809849,Spacious 2 Bed/2 Bath @ The Paragon!,-93.361150,10,$1313,/ 2br - 1150ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/spacious-2-bed-2-bath-the/6376221357.html
2060,14301 Martin Drive,1BR / 1Ba,2017-11-12T15:00:16-0600,44.863435,"Lease a Lifestyle Makeover, In Pursuit of Leisure With This 1BR",-93.458431,5,$1455,/ 1br - 740ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/lease-lifestyle-makeover-in/6384278135.html
2061,5455 Smetana Drive,1BR / 1Ba,2017-11-12T15:06:53-0600,44.905234,"Pet Friendly, Walking/Biking Trails, Heat & Water Paid, Heated parking",-93.406398,10,$1160,/ 1br - 739ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/pet-friendly-walking-biking/6384286479.html
2062,1328 Lake St N.E.,1BR / 1Ba,2017-11-12T14:57:39-0600,44.914000,"Dog Friendly, On The Banks of The Minnehaha Creek!",-93.448100,22,$970,/ 1br - 670ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/dog-friendly-on-the-banks-of/6384274958.html
2063,350 Nathan Lane,2BR / 2Ba,2017-11-12T14:56:38-0600,44.991107,Luxury living at The Axis in Plymouth! Call today!,-93.405586,10,$1875,/ 2br - 1130ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/luxury-living-at-the-axis-in/6384273675.html
2064,Plymouth Ave,2BR / 1.5Ba,2017-11-12T15:05:13-0600,44.743807,"Beautiful 2 Br, 1.5 Ba townhouse in convenient location",-93.272638,5,$1325,/ 2br - ,https://minneapolis.craigslist.org/dak/apa/d/beautiful-2-br-15-ba/6384284338.html
2065,N/A,1BR / 1Ba,2017-11-12T15:04:45-0600,N/A,Walk to the Super Bowl!,N/A,N/A,$3000,/ 1br - 964ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/walk-to-the-super-bowl/6384283745.html
2066,W 15th St at Willow St,1BR / 1Ba,2017-10-26T11:48:17-0500,44.967637,Studios AND 1 Bedrooms - HISTORIC PARK APARTMENTS,-93.282080,5,$1079,/ 1br - ,https://minneapolis.craigslist.org/hnp/apa/d/studios-and-1-bedrooms/6361846712.html
2067,313 Washington Ave S,1BR / 1Ba,2017-11-12T15:03:06-0600,44.979925,Start your Downtown adventure today at Latitude 45!,-93.263904,10,$1629,/ 1br - 685ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/start-your-downtown-adventure/6384281707.html
2068,4th at Jackson,1BR / 1Ba,2017-10-23T17:00:23-0500,44.947700,Lowertown 1 Bedroom Apartments @ The Pioneer Endicott,-93.088574,7,$1348,/ 1br - ,https://minneapolis.craigslist.org/ram/apa/d/lowertown-1-bedroom/6358154003.html
2069,4th at jackson,0BR / 1Ba,2017-10-23T17:01:32-0500,44.947677,Pioneer Endicott STUDIOS:  Historic Building ~ Modern Amenities,-93.088617,7,$1099,N/A,https://minneapolis.craigslist.org/ram/apa/d/pioneer-endicott-studios/6358155602.html
2070,4th at Jackson,2BR / 2Ba,2017-10-29T17:09:49-0500,44.947533,Gorgeous 2 Bedroom Apartments ~ Lowertown ~ 1st Month Free!,-93.088660,7,$1775,/ 2br - ,https://minneapolis.craigslist.org/ram/apa/d/gorgeous-2-bedroom-apartments/6366100844.html
2071,4th St E at Robert St N,2BR / 2Ba,2017-11-03T11:51:40-0500,44.946926,Luxury 2 Bedrooms ~ St Paul's Original Skyscraper ~ Lowertown,-93.090098,7,$2168,/ 2br - ,https://minneapolis.craigslist.org/ram/apa/d/luxury-2-bedrooms-st-pauls/6372210508.html
2072,11863 harvest lane,1BR / 1Ba,2017-10-16T11:57:40-0500,44.829144,"1 bdr, Avail. 11/25  Paid Water, Trash and Cable! Garage Included!",-93.428136,10,$1110,/ 1br - 734ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/1-bdr-availpaid-water-trash/6348432369.html
2073,1306 E. 78th St.,2BR / 1Ba,2017-11-12T14:41:54-0600,44.862789,We're Locally Owned And Managed!,-93.256992,10,$1130,/ 2br - 940ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/were-locally-owned-and-managed/6384255174.html
2074,2904 Lyndale Ave S,0BR / 1Ba,2017-11-12T14:59:28-0600,44.949941,Check out this AWESOME alcove today! Call now!,-93.288086,10,$1315,/ 541ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/check-out-this-awesome-alcove/6384277161.html
2075,N/A,2BR / 1.5Ba,2017-10-28T19:44:35-0500,44.662800,2BR/1.5BA Farmington Townhome For Rent,-93.153900,22,$1150,/ 2br - 1175ft2 - ,https://minneapolis.craigslist.org/dak/apa/d/2br-15ba-farmington-townhome/6365120634.html
2076,N/A,1BR / 1Ba,2017-11-12T14:55:36-0600,44.848663,1 Bedroom available immediatly - Bloomington,-93.244777,7,$955,/ 1br - 755ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/1-bedroom-available/6384272405.html
2077,Grand at Dale,1BR / 1Ba,2017-10-19T11:03:24-0500,44.941048,1 and 2 Bedroom Apartments - GRAND AVE - Historic Charm,-93.126554,5,$899,/ 1br - 685ft2 - ,https://minneapolis.craigslist.org/ram/apa/d/1-and-2-bedroom-apartments/6352430656.html
2078,e 77th at portland ave,1BR / 1Ba,2017-11-09T11:17:36-0600,44.863322,Sharp 1 Bedroom - CORINTHIAN APMTS - Free Garage AND Storage,-93.266330,5,$880,/ 1br - 700ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/sharp-1-bedroom-corinthian/6380128230.html
2079,1st ave NE at 5th st NE,1BR / 1Ba,2017-10-19T11:12:16-0500,44.990693,MPLS 1 Bedroom Lofts ~ Gorgeously Renovated Apartments,-93.254399,5,$1275,/ 1br - 552ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/mpls-1-bedroom-lofts/6352444757.html
2080,Lexington Pkwy S at Jefferson Ave W,2BR / 1Ba,2017-10-21T15:15:23-0500,44.934700,2 Bedroom - LEXINGTON HILLS - Stunning Luxury Apartments,-93.165100,22,$1299,/ 2br - 967ft2 - ,https://minneapolis.craigslist.org/ram/apa/d/2-bedroom-lexington-hills/6355473203.html
2081,Macalaster Dr NE at 39th ave NE,2BR / 1Ba,2017-10-26T11:58:59-0500,45.038597,Renovated 2 Bedroom - APACHE MANOR APARTMENTS - Smoke Free,-93.215282,5,$1049,/ 2br - 700ft2 - ,https://minneapolis.craigslist.org/ram/apa/d/renovated-2-bedroom-apache/6361864273.html
2082,George at Bellows,1BR / 1Ba,2017-10-25T23:05:30-0500,44.929382,1 Bedroom - 162 GEORGE STREET - Only A Few Minutes From Downtown,-93.092351,5,$850,/ 1br - 420ft2 - ,https://minneapolis.craigslist.org/ram/apa/d/1-bedroom-162-george-street/6361316023.html
2083,Lexington at Grand,1BR / 1Ba,2017-10-23T16:51:42-0500,44.938223,1 Bedroom - HISTORIC LINCOLN COURT - Smoke Free Apartments,-93.147154,7,$1000,/ 1br - 720ft2 - ,https://minneapolis.craigslist.org/ram/apa/d/1-bedroom-historic-lincoln/6358141862.html
2084,3144 Chowen Ave S,1BR / 1Ba,2017-11-12T14:43:38-0600,44.945878,SPECIAL! Newly Reduced Rent-Modern and Elegant near Lake Calhoun,-93.326637,5,$1495,/ 1br - 739ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/special-newly-reduced-rent/6384257415.html
2085,Dupont Ave. South at 41st,2BR / 1Ba,2017-11-12T14:41:06-0600,44.929944,SW Mpls-Lake Harriet Tudor Duplex at Rose/Peace Garden,-93.293281,5,$1595,/ 2br - 1500ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/sw-mpls-lake-harriet-tudor/6384254090.html
2086,Lyman at Wheeler,3BR / 2Ba,2017-10-23T17:00:09-0500,44.898266,"Wonderful 3 bdr,  2 bath house with 2 car garage",-93.559158,15,$2000,/ 3br - 1360ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/wonderful-3-bdr-2-bath-house/6358153640.html
2087,N/A,3BR / 2Ba,2017-11-10T09:03:32-0600,44.852461,3 Bedroom 2 Bath TwinHome For Rent with Yard/ Eden Prairie,-93.462238,0,$1650,/ 3br - 1400ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/3-bedroom-2-bath-twinhome-for/6381254526.html
2088,14030 Chestnut Dr,1BR / 1Ba,2017-10-30T11:19:56-0500,44.851699,"Highway access, Ask about our specials. Newly renovated",-93.454601,5,$1068,/ 1br - 765ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/highway-access-ask-about-our/6366907708.html
2089,3604 E 56th St at 36th Ave,2BR / 1Ba,2017-11-12T14:35:02-0600,44.901772,COMPLETELY REMODELED SIDE BY OFFICE DUPLEX STEPS FROM LAKE NOKOMIS!,-93.220323,10,$1700,/ 2br - 1366ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/completely-remodeled-side-by/6384246409.html
2090,N/A,2BR / 1Ba,2017-10-16T09:39:19-0500,44.962369,Great 2BR available November/December * Garage * 2001 Bryant Ave S.,-93.290212,0,$1225,/ 2br - ,https://minneapolis.craigslist.org/hnp/apa/d/great-2br-available-november/6348198119.html
2091,N/A,1BR / 1Ba,2017-11-02T10:28:47-0500,44.970200,"Top Floor 1BR - Close Uptown, Downtown, the Lakes!  2009 Bryant Ave.",-93.304700,0,$875,/ 1br - 600ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/top-floor-1br-close-uptown/6370723469.html
2092,315 7th Ave. N.,1BR / 1Ba,2017-11-08T13:06:54-0600,44.986490,"Live the life in the North Loop. Newest, Coolest Alcove Apartments.",-93.277962,5,$1590,/ 1br - 555ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/live-the-life-in-the-north/6378970138.html
2093,N/A,1BR / 1Ba,2017-10-20T15:43:20-0500,44.940456,Heart of Uptown/3411 Hennepin Ave. S/flexible move-in 11/15-12/15,-93.298151,7,$1025,/ 1br - 650ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/heart-of-uptown-3411-hennepin/6354213045.html
2094,3425 53rd ave n at apt 210,1BR / 1Ba,2017-11-12T14:31:53-0600,44.907179,"800Sqft Apartment, $949/month End Unit. Pet Friendly Dec. 1st",-93.222560,15,$949,/ 1br - 800ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/800sqft-apartment-949-month/6384242442.html
2095,242 W. Franklin Ave.,2BR / 1Ba,2017-11-10T13:49:56-0600,44.962930,Great 2BR for December 1--ALL NEW--Covered Parking,-93.282874,5,$1195,/ 2br - 790ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/great-2br-for-december-1-all/6381716965.html
2096,5245 Wayzata BlvdÂ ,2BR / 2Ba,2017-10-19T11:34:15-0500,44.949700,"Large 2 bedroom floor plan, apply today,  move in tomorrow!!!",-93.337300,5,$2233,/ 2br - 1122ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/large-2-bedroom-floor-plan/6352480619.html
2097,10670 BRUNSWICK RD,2BR / 2Ba,2017-11-12T14:27:18-0600,44.809849,HUGE Walk-In Closet | Updated Interiors | Private Balcony | $700 OFF!,-93.361150,10,$1313,/ 2br - 1152ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/huge-walk-in-closet-updated/6384236569.html
2098,1800 Washington Ave S,2BR / 1Ba,2017-11-12T14:27:09-0600,44.973697,Top Floor 2 bedroom 1 Bath,-93.249148,10,$1895,/ 2br - 741ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/top-floor-2-bedroom-1-bath/6384236374.html
2099,N/A,1BR / 1Ba,2017-10-30T19:48:43-0500,44.999500,Great Value for amenity filled complex! Comfortable 1-bed,-93.096900,22,$895,/ 1br - ,https://minneapolis.craigslist.org/ram/apa/d/great-value-for-amenity/6367640351.html
2100,N/A,1BR / 1Ba,2017-11-06T19:44:17-0600,44.903400,Let's tour! Fully renovated- INSANE promotions-  High demand Edina!,-93.374000,22,$1295,/ 1br - ,https://minneapolis.craigslist.org/ram/apa/d/lets-tour-fully-renovated/6376757770.html
2101,N/A,2BR / 1.5Ba,2017-11-06T19:33:58-0600,44.903400,Luxurious Penthouse Edina **Price drop + Promotions!**,-93.374000,22,$1900,/ 2br - 1172ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/luxurious-penthouse-edina/6376747559.html
2102,N/A,1BR / 0Ba,2017-10-19T13:21:00-0500,44.934700,"Vintage 1-bed, Prime St.Paul location!",-93.165100,22,$995,/ 1br - ,https://minneapolis.craigslist.org/hnp/apa/d/vintage-1-bed-prime-stpaul/6352652326.html
2103,1861 randolph ave,1BR / 0Ba,2017-11-09T08:49:42-0600,44.934700,Garden level- Refinished vintage 1- bedroom! **Price drop**,-93.165100,22,$950,/ 1br - ,https://minneapolis.craigslist.org/ram/apa/d/garden-level-refinished/6379905498.html
2104,N/A,2BR / 1.5Ba,2017-10-19T13:20:19-0500,44.903400,WOW factor from every angle! 1 month FREE and FREE garage stall!!,-93.374000,22,$1900,/ 2br - ,https://minneapolis.craigslist.org/hnp/apa/d/wow-factor-from-every-angle-1/6352651170.html
2105,N/A,1BR / 0Ba,2017-11-09T14:17:33-0600,44.934700,Vintage 1-bed with tons of sunlight! **Price drop** (Video included),-93.165100,22,$995,/ 1br - ,https://minneapolis.craigslist.org/ram/apa/d/vintage-1-bed-with-tons-of/6380411192.html
2106,101 E 10th St,2BR / 2Ba,2017-11-12T14:24:58-0600,44.951365,Live ? Downtown St. Paul! 2 Bedroom Available Now!,-93.095511,22,$2161,/ 2br - 1099ft2 - ,https://minneapolis.craigslist.org/ram/apa/d/live-downtown-st-paul-2/6384233608.html
2107,2837 Emerson Ave S,0BR / 1Ba,2017-11-12T14:24:30-0600,44.950615,First floor studio apartment with high ceilings available now!!,-93.294429,10,$1296,/ 560ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/first-floor-studio-apartment/6384233065.html
2108,428 Se 13th Ave,2BR / 2Ba,2017-11-12T14:22:04-0600,45.000897,Venue Apartments Available 2018!,-93.261189,10,$1050,/ 2br - ,https://minneapolis.craigslist.org/hnp/apa/d/venue-apartments-available/6384230037.html
2109,N/A,1BR / 1Ba,2017-11-12T14:12:29-0600,N/A,"Heat, water, sewer and trash paid, Beautifully landscaped courtyard",N/A,N/A,$905,/ 1br - 630ft2 - ,https://minneapolis.craigslist.org/dak/apa/d/heat-water-sewer-and-trash/6384217598.html
2110,11379 Chisholm Cir NE,2BR / 1.5Ba,2017-11-12T14:21:09-0600,45.169700,Beautiful Townhouse in a great community,-93.188900,22,$1520,/ 2br - 1640ft2 - ,https://minneapolis.craigslist.org/ank/apa/d/beautiful-townhouse-in-great/6384228883.html
2111,1367 Willow St,807ft2,2017-11-12T14:20:41-0600,44.969169,"Soaring 9-18-foot Ceilings, Pocket & Barn Doors Throughout, Pot Rack",-93.281845,10,$1558,/ 807ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/soaring-9-18-foot-ceilings/6384228238.html
2112,180 Kellogg Blvd. E,2BR / 2Ba,2017-11-12T14:19:15-0600,44.944850,2BR with Pool in Lowertown,-93.103310,10,$2810,/ 2br - 1079ft2 - ,https://minneapolis.craigslist.org/ram/apa/d/2br-with-pool-in-lowertown/6384226391.html
2113,2701 4th St SE,4BR / 2Ba,2017-11-12T14:18:40-0600,44.973309,Spacious Apartment Located Near the U of M!,-93.217842,10,$700,/ 4br - 1050ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/spacious-apartment-located/6384225684.html
2114,3144 Chowen Ave S,2BR / 2Ba,2017-11-12T14:18:34-0600,44.945809,"Below Market Price! Awesome value! GREAT Location! BE, your new home!!",-93.327366,5,$1949,/ 2br - 1161ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/below-market-price-awesome/6384225541.html
2115,", ,  55401",1BR / 1Ba,2017-11-02T12:49:47-0500,44.983500,Spacious and beautiful 1BR at 4Marq! CALL NOW! ON PROMOTION!,-93.268300,5,$2270,/ 1br - 901ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/spacious-and-beautiful-1br-at/6370953158.html
2116,101 E 10th St,3BR / 2Ba,2017-11-12T14:16:17-0600,44.951418,? Top Floor 3 Bedroom 2 Bath w/ Private View - $ 1 Month Free $,-93.095554,22,$2101,/ 3br - 1200ft2 - ,https://minneapolis.craigslist.org/ram/apa/d/top-floor-3-bedroom-2-bath/6384222517.html
2117,101 E 10th St,2BR / 1Ba,2017-11-12T14:15:53-0600,44.951388,? Ohh WOW this Apartment has it ALL!!,-93.095650,22,$1760,/ 2br - 941ft2 - ,https://minneapolis.craigslist.org/ram/apa/d/ohh-wow-this-apartment-has-it/6384222013.html
2118,3144 Chowen Ave S,1BR / 1Ba,2017-11-12T14:15:20-0600,44.948807,Urban sophisticated living near Lake Calhoun & uptown,-93.324989,20,$1565,/ 1br - 691ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/urban-sophisticated-living/6384221278.html
2119,429 E TRAVELERS TRL,2BR / 2Ba,2017-11-05T10:12:59-0600,44.778160,"$500 off 1st month! Great roommate floor plan! Fitness room, dog park",-93.271091,5,$1337,/ 2br - 1024ft2 - ,https://minneapolis.craigslist.org/dak/apa/d/500-off-1st-month-great/6374679890.html
2120,5800 American Blvd W,0BR / 1Ba,2017-11-12T14:14:06-0600,44.857609,"Come Look and Lease, Maple Cabinetry, Online Payments",-93.347926,10,$1180,/ 536ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/come-look-and-lease-maple/6384219719.html
2121,101 E 10th St,2BR / 2Ba,2017-11-12T14:09:22-0600,44.951365,Fall in ? W/ This Spacious 2BR2BA + 1 Month Free!,-93.095511,22,$2131,/ 2br - 1128ft2 - ,https://minneapolis.craigslist.org/ram/apa/d/fall-in-this-spacious-2br2ba/6384213444.html
2122,1511 Utica Ave So,2BR / 2Ba,2017-11-08T16:40:59-0600,44.949700,Now Leasing Available Dec 15th.,-93.337300,22,$2465,/ 2br - 1092ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/now-leasing-available-dec-15th/6379283498.html
2123,2551 38th Ave NE,2BR / 1Ba,2017-11-12T14:04:26-0600,45.037202,Looking For Luxury Living? The Landings Have What You Are Looking For!,-93.223801,5,$1590,/ 2br - 1043ft2 - ,https://minneapolis.craigslist.org/ram/apa/d/looking-for-luxury-living-the/6384206876.html
2124,313 Washington Ave S,0BR / 1Ba,2017-11-12T14:03:25-0600,44.979925,"Alcove w/ Barn Door, Step in Shower, Walk in Closet, Skyline Views",-93.263904,10,$1515,/ 606ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/alcove-barn-door-step-in/6384205515.html
2125,N/A,available nov 3,2017-11-03T10:25:58-0500,44.983500,Are you tired of being a landlord?  ,-93.268300,22,$1,N/A,https://minneapolis.craigslist.org/hnp/apa/d/are-you-tired-of-being/6372067796.html
